Accuracy: 0.7
Accuracy (Training): 0.9202898550724637
Kappa: 0.6078431372549019
Kappa (Training): 0.8889620364274742
Unclassified instances: 0
Unclassified instances (Training): 0
Reduction (instances): 0.0
Reduction (features): 0.0
Reduction (both): 0.0
Model time: 0.0 s
Training time: 0.002 s
Test time: 0.0 s
Confussion Matrix:
6	0	1	0	0	0	0	
1	3	0	0	0	0	0	
0	1	0	0	0	0	0	
0	0	0	0	0	0	0	
0	1	0	0	1	0	0	
0	1	0	0	0	1	0	
0	1	0	0	0	0	3	

Training Confussion Matrix:
47	3	0	0	0	1	1	
2	45	0	0	0	0	0	
0	0	5	0	0	0	0	
0	0	0	0	0	0	0	
0	0	0	0	8	1	1	
0	0	0	0	0	3	1	
0	0	0	0	0	1	19	

